Player,Season,PD,Comb,Solo,Ast
Kendall Fuller,2016,2.00,42.00,32.00,10.00
Kendall Fuller,2017,10.00,55.00,43.00,12.00
Kendall Fuller,2018,12.00,82.00,64.00,18.00
Kendall Fuller,2019,2.00,49.00,34.00,15.00
Kendall Fuller,2020,11.00,50.00,38.00,12.00
Kendall Fuller,2021,16.00,77.00,64.00,13.00
Kendall Fuller,2022,13.00,52.00,36.00,16.00
Kendall Fuller,2023,9.00,79.00,55.00,24.00
Kendall Fuller,2024,7.00,50.00,37.00,13.00
