Player,Season,PD,Comb,Solo,Ast
Rock Ya-Sin,2019,5.00,62.00,54.00,8.00
Rock Ya-Sin,2020,7.00,45.00,36.00,9.00
Rock Ya-Sin,2021,8.00,31.00,27.00,4.00
Rock Ya-Sin,2022,7.00,45.00,37.00,8.00
Rock Ya-Sin,2023,2.00,13.00,9.00,4.00
Rock Ya-Sin,2024,2.00,3.00,3.00,0.00
