Player,Season,Comb,Solo,Ast
Geron Christian,2018,0.00,0.00,0.00
Geron Christian,2019,0.00,0.00,0.00
Geron Christian,2020,0.00,0.00,0.00
Geron Christian,2021,1.00,1.00,0.00
Geron Christian,2022,0.00,0.00,0.00
Geron Christian,2023,0.00,0.00,0.00
Geron Christian,2024,0.00,0.00,0.00
