Player,Season,Comb,Solo,Ast
Jack Conklin,2016,0.00,0.00,0.00
Jack Conklin,2017,0.00,0.00,0.00
Jack Conklin,2018,0.00,0.00,0.00
Jack Conklin,2019,1.00,1.00,0.00
Jack Conklin,2020,0.00,0.00,0.00
Jack Conklin,2021,0.00,0.00,0.00
Jack Conklin,2022,1.00,1.00,0.00
Jack Conklin,2023,0.00,0.00,0.00
Jack Conklin,2024,0.00,0.00,0.00
