Player,Season,Y/A,Y/R,Succ%,1D
D'Ernest Johnson,2019,5.30,11.80,0.00,0.00
D'Ernest Johnson,2020,5.00,4.70,42.40,7.00
D'Ernest Johnson,2021,5.30,7.20,52.00,24.00
D'Ernest Johnson,2022,4.30,2.30,75.00,1.00
D'Ernest Johnson,2023,2.60,14.00,39.00,5.00
D'Ernest Johnson,2024,4.50,8.00,50.00,7.00
