Player,Season,PD,Comb,Solo,Ast
John Franklin,2018,0.00,10.00,6.00,4.00
John Franklin,2020,2.00,19.00,8.00,11.00
John Franklin,2021,1.00,35.00,17.00,18.00
John Franklin,2022,1.00,38.00,16.00,22.00
John Franklin,2023,3.00,33.00,15.00,18.00
John Franklin,2024,0.00,40.00,18.00,22.00
