Player,Season,PD,Comb,Solo,Ast
B.J. Hill,2018,2.00,48.00,32.00,16.00
B.J. Hill,2019,0.00,36.00,15.00,21.00
B.J. Hill,2020,1.00,32.00,15.00,17.00
B.J. Hill,2021,0.00,50.00,29.00,21.00
B.J. Hill,2022,4.00,68.00,30.00,38.00
B.J. Hill,2023,5.00,51.00,26.00,25.00
B.J. Hill,2024,4.00,56.00,25.00,31.00
