Player,Season,PD,Comb,Solo,Ast
A'Shawn Robinson,2016,7.00,30.00,22.00,8.00
A'Shawn Robinson,2017,6.00,53.00,32.00,21.00
A'Shawn Robinson,2018,0.00,49.00,34.00,15.00
A'Shawn Robinson,2019,3.00,40.00,32.00,8.00
A'Shawn Robinson,2020,1.00,12.00,6.00,6.00
A'Shawn Robinson,2021,0.00,67.00,33.00,34.00
A'Shawn Robinson,2022,0.00,42.00,22.00,20.00
A'Shawn Robinson,2023,2.00,62.00,34.00,28.00
A'Shawn Robinson,2024,1.00,80.00,43.00,37.00
