Player,Season,PD,Comb,Solo,Ast
Trey Hendrickson,2017,2.00,13.00,7.00,6.00
Trey Hendrickson,2018,0.00,8.00,7.00,1.00
Trey Hendrickson,2019,0.00,19.00,11.00,8.00
Trey Hendrickson,2020,1.00,25.00,22.00,3.00
Trey Hendrickson,2021,0.00,34.00,21.00,13.00
Trey Hendrickson,2022,3.00,32.00,22.00,10.00
Trey Hendrickson,2023,3.00,43.00,28.00,15.00
Trey Hendrickson,2024,6.00,46.00,33.00,13.00
