Player,Season,PD,Comb,Solo,Ast
Maxx Crosby,2019,4.00,47.00,36.00,11.00
Maxx Crosby,2020,1.00,39.00,20.00,19.00
Maxx Crosby,2021,7.00,56.00,36.00,20.00
Maxx Crosby,2022,4.00,89.00,58.00,31.00
Maxx Crosby,2023,2.00,90.00,55.00,35.00
Maxx Crosby,2024,5.00,45.00,28.00,17.00
