Player,Season,PD,Comb,Solo,Ast
Solomon Thomas,2017,0.00,41.00,34.00,7.00
Solomon Thomas,2018,0.00,31.00,24.00,7.00
Solomon Thomas,2019,0.00,21.00,15.00,6.00
Solomon Thomas,2020,0.00,2.00,0.00,2.00
Solomon Thomas,2021,2.00,34.00,17.00,17.00
Solomon Thomas,2022,0.00,26.00,13.00,13.00
Solomon Thomas,2023,1.00,31.00,15.00,16.00
Solomon Thomas,2024,2.00,26.00,15.00,11.00
