Player,Season Group,PD,Comb,Solo,Ast
D.J. Reed,Group1,6.33,51.00,39.67,11.33
D.J. Reed,Group2,10.67,73.33,59.00,14.33
D.J. Reed,Difference,4.33,22.33,19.33,3.00
