Player,Season Group,PD,Comb,Solo,Ast
Maliek Collins,Group1,0.33,21.33,13.67,7.67
Maliek Collins,Group2,1.00,37.00,22.00,15.00
Maliek Collins,Difference,200.00,73.44,60.98,95.65
