Player,Season Group,PD,Comb,Solo,Ast
Carl Granderson,Group1,0.33,16.67,10.00,6.67
Carl Granderson,Group2,1.67,64.00,36.67,27.33
Carl Granderson,Difference,400.00,284.00,266.67,310.00
