Player,Season Group,Y/R,Y/Tgt,Succ%
Amari Cooper,Group1,13.30,8.97,59.97
Amari Cooper,Group2,14.96,8.47,49.96
Amari Cooper,Difference,1.66,-0.50,-10.01
