Player,Season Group,Y/R,Y/Tgt,Succ%
Hayden Randle Hurst,Group1,10.10,7.50,59.47
Hayden Randle Hurst,Group2,9.10,5.83,49.07
Hayden Randle Hurst,Difference,-1.00,-1.67,-10.40
