Player,Season Group,Y/R,Y/Tgt,Succ%
Durham Smythe,Group1,9.27,6.83,59.17
Durham Smythe,Group2,8.33,6.03,54.13
Durham Smythe,Difference,-0.93,-0.80,-5.03
