Player,Season Group,Y/R,Y/Tgt,Succ%
Jonnu Smith,Group1,11.30,7.80,50.73
Jonnu Smith,Group2,10.23,7.57,53.97
Jonnu Smith,Difference,-1.07,-0.23,3.23
