Player,Season Group,Y/R,Y/Tgt,Succ%
Kendrick Bourne,Group1,13.33,9.50,60.97
Kendrick Bourne,Group2,11.43,8.13,52.87
Kendrick Bourne,Difference,-14.25,-14.39,-13.29
