Player,Season Group,PD,Comb,Solo,Ast
Eric Kendricks,Group1,7.33,120.00,73.33,46.67
Eric Kendricks,Group2,5.00,130.67,79.00,51.67
Eric Kendricks,Difference,-31.82,8.89,7.73,10.71
