Player,Season Group,PD,Comb,Solo,Ast
Kenny Clark,Group1,0.33,50.67,28.67,22.00
Kenny Clark,Group2,1.67,44.67,23.00,21.67
Kenny Clark,Difference,400.00,-11.84,-19.77,-1.52
