Player,Season Group,PD,Comb,Solo,Ast
Joanathan Allen,Group1,0.33,64.33,37.67,26.67
Joanathan Allen,Group2,1.33,45.67,30.00,15.67
Joanathan Allen,Difference,1.00,-18.67,-7.67,-11.00
