Player,Season Group,PD,Comb,Solo,Ast
Denico Autry,Group1,3.33,32.00,21.67,10.33
Denico Autry,Group2,3.67,30.00,18.33,11.67
Denico Autry,Difference,0.33,-2.00,-3.33,1.33
