Player,Season Group,PD,Comb,Solo,Ast
Daron Payne,Group1,2.00,57.00,31.33,25.67
Daron Payne,Group2,3.67,53.00,28.67,24.33
Daron Payne,Difference,1.67,-4.00,-2.67,-1.33
