Player,Season Group,PD,Comb,Solo,Ast
Linval Joseph,Group1,0.00,54.33,29.67,24.67
Linval Joseph,Group2,0.00,17.00,8.00,9.00
Linval Joseph,Difference,0.00,-37.33,-21.67,-15.67
