Player,Season Group,PD,Comb,Solo,Ast
William Gholston,Group1,1.33,39.33,23.67,15.67
William Gholston,Group2,0.67,26.67,13.33,13.33
William Gholston,Difference,-50.00,-32.20,-43.66,-14.89
