Player,Season Group,PD,Comb,Solo,Ast
Foyesade Oluokun,Group1,3.33,123.67,72.00,51.67
Foyesade Oluokun,Group2,6.00,155.00,99.67,55.33
Foyesade Oluokun,Difference,80.00,25.34,38.43,7.10
