Player,Season Group,PD,Comb,Solo,Ast
Azeez Al-Shaair,Group1,2.33,51.67,30.33,21.33
Azeez Al-Shaair,Group2,2.67,92.33,49.67,42.67
Azeez Al-Shaair,Difference,14.29,78.71,63.74,100.00
