Player,Season Group,PD,Comb,Solo,Ast
Fabian Moreau,Group1,6.33,38.00,28.00,10.00
Fabian Moreau,Group2,6.00,39.67,29.67,10.00
Fabian Moreau,Difference,-5.26,4.39,5.95,0.00
