Player,Season Group,PD,Comb,Solo,Ast
Donovan Wilson,Group1,1.33,34.00,22.00,12.00
Donovan Wilson,Group2,3.33,90.33,58.67,31.67
Donovan Wilson,Difference,150.00,165.69,166.67,163.89
