Player,Season Group,PD,Comb,Solo,Ast
Budda Baker,Group1,6.33,121.00,85.67,35.33
Budda Baker,Group2,4.00,120.67,76.00,44.67
Budda Baker,Difference,-36.84,-0.28,-11.28,26.42
