Player,Season Group,PD,Comb,Solo,Ast
Taron Johnson,Group1,6.33,73.33,54.00,19.33
Taron Johnson,Group2,7.33,84.33,60.33,24.00
Taron Johnson,Difference,15.79,15.00,11.73,24.14
