Player,Season Group,PD,Comb,Solo,Ast
Shelby Harris,Group1,6.00,43.33,24.00,19.33
Shelby Harris,Group2,3.67,36.33,19.67,16.67
Shelby Harris,Difference,-38.89,-16.15,-18.06,-13.79
