Player,Season Group,PD,Comb,Solo,Ast
Neville Hewitt,Group1,3.00,89.67,57.33,32.33
Neville Hewitt,Group2,1.00,29.00,16.33,12.67
Neville Hewitt,Difference,-66.67,-67.66,-71.51,-60.82
