Player,Season Group,PD,Comb,Solo,Ast
Eric Wilson,Group1,2.89,71.56,37.11,34.44
Eric Wilson,Group2,0.67,40.00,21.00,19.00
Eric Wilson,Difference,-76.92,-44.10,-43.41,-44.84
