Player,Season,PD,Comb,Solo,Ast
Taron Johnson,2018,3.00,42.00,34.00,8.00
Taron Johnson,2019,5.00,50.00,39.00,11.00
Taron Johnson,2020,7.00,94.00,70.00,24.00
Taron Johnson,2021,7.00,76.00,53.00,23.00
Taron Johnson,2022,9.00,90.00,67.00,23.00
Taron Johnson,2023,8.00,98.00,72.00,26.00
Taron Johnson,2024,5.00,65.00,42.00,23.00
