Player,Season,PD,Comb,Solo,Ast
Jamel Dean,2019,17.00,21.00,16.00,5.00
Jamel Dean,2020,7.00,62.00,51.00,11.00
Jamel Dean,2021,9.00,53.00,44.00,9.00
Jamel Dean,2022,8.00,57.00,45.00,12.00
Jamel Dean,2023,4.00,61.00,46.00,15.00
Jamel Dean,2024,7.00,59.00,45.00,14.00
