Player,Season,PD,Comb,Solo,Ast
Tremon Smith,2018,1.00,5.00,4.00,1.00
Tremon Smith,2019,0.00,3.00,2.00,1.00
Tremon Smith,2020,0.00,2.00,2.00,0.00
Tremon Smith,2021,0.00,21.00,16.00,5.00
Tremon Smith,2022,4.00,22.00,16.00,6.00
Tremon Smith,2023,0.00,5.00,5.00,0.00
Tremon Smith,2024,0.00,4.00,3.00,1.00
