Player,Season,PD,Comb,Solo,Ast
Shaquill Griffin,2017,15.00,59.00,50.00,9.00
Shaquill Griffin,2018,8.00,62.00,55.00,7.00
Shaquill Griffin,2019,13.00,65.00,45.00,20.00
Shaquill Griffin,2020,12.00,63.00,53.00,10.00
Shaquill Griffin,2021,7.00,49.00,36.00,13.00
Shaquill Griffin,2022,4.00,29.00,23.00,6.00
Shaquill Griffin,2023,3.33,26.00,19.33,6.67
Shaquill Griffin,2024,6.00,41.00,33.00,8.00
