Player,Season Group,PD,Comb,Solo,Ast
Dennis Gardeck,Group1,0.00,16.67,11.67,5.00
Dennis Gardeck,Group2,2.33,33.00,25.00,8.00
Dennis Gardeck,Difference,2.33,16.33,13.33,3.00
