Player,Season Group,PD,Comb,Solo,Ast
Mike Ford,Group1,1.00,10.00,8.67,1.33
Mike Ford,Group2,0.67,18.67,13.33,5.33
Mike Ford,Difference,-0.33,8.67,4.67,4.00
