Player,Season Group,PD,Comb,Solo,Ast
Charvarius Ward,Group1,8.67,64.00,47.33,16.67
Charvarius Ward,Group2,13.67,71.00,51.00,20.00
Charvarius Ward,Difference,5.00,7.00,3.67,3.33
