Player,Season,PD,Comb,Solo,Ast
Anthony Nelson,2019,1.00,8.00,1.00,7.00
Anthony Nelson,2020,1.00,18.00,11.00,7.00
Anthony Nelson,2021,1.00,22.00,13.00,9.00
Anthony Nelson,2022,0.00,46.00,26.00,20.00
Anthony Nelson,2023,1.00,40.00,21.00,19.00
Anthony Nelson,2024,1.00,40.00,25.00,15.00
