Player,Season,PD,Comb,Solo,Ast
David Long,2019,1.00,15.00,9.00,6.00
David Long,2020,2.00,54.00,30.00,24.00
David Long,2021,6.00,75.00,46.00,29.00
David Long,2022,5.00,86.00,52.00,34.00
David Long,2023,1.00,113.00,64.00,49.00
David Long,2024,0.00,30.00,19.33,10.67
