Player,Season,PD,Comb,Solo,Ast
Tremaine Edmunds,2018,12.00,121.00,80.00,41.00
Tremaine Edmunds,2019,9.00,115.00,66.00,49.00
Tremaine Edmunds,2020,3.00,119.00,77.00,42.00
Tremaine Edmunds,2021,4.00,108.00,70.00,38.00
Tremaine Edmunds,2022,7.00,102.00,66.00,36.00
Tremaine Edmunds,2023,7.00,113.00,69.00,44.00
Tremaine Edmunds,2024,8.00,110.00,60.00,50.00
