Player,Season,PD,Comb,Solo,Ast
Kwon Alexander,2015,9.00,93.00,59.00,34.00
Kwon Alexander,2016,7.00,145.00,108.00,37.00
Kwon Alexander,2017,4.00,97.00,70.00,27.00
Kwon Alexander,2018,2.00,45.00,34.00,11.00
Kwon Alexander,2019,4.00,34.00,22.00,12.00
Kwon Alexander,2020,2.67,38.00,26.00,12.00
Kwon Alexander,2021,2.00,50.00,39.00,11.00
Kwon Alexander,2022,1.00,69.00,42.00,27.00
Kwon Alexander,2023,1.00,41.00,32.00,9.00
Kwon Alexander,2024,0.00,8.00,2.67,5.33
