Player,Season,PD,Comb,Solo,Ast
Shaquil Barrett,2015,4.00,50.00,35.00,15.00
Shaquil Barrett,2016,2.00,36.00,23.00,13.00
Shaquil Barrett,2017,0.00,37.00,31.00,6.00
Shaquil Barrett,2018,1.00,28.00,22.00,6.00
Shaquil Barrett,2019,2.00,58.00,45.00,13.00
Shaquil Barrett,2020,3.00,57.00,43.00,14.00
Shaquil Barrett,2021,4.00,51.00,37.00,14.00
Shaquil Barrett,2022,0.00,31.00,20.00,11.00
Shaquil Barrett,2023,2.00,52.00,33.00,19.00
Shaquil Barrett,2024,0.00,1.00,1.00,0.00
