Player,Season Group,PD,Comb,Solo,Ast
Julian Love,Group1,4.33,55.67,37.67,18.00
Julian Love,Group2,9.00,118.67,81.00,37.67
Julian Love,Difference,107.69,113.17,115.04,109.26
