Player,Season Group,PD,Comb,Solo,Ast
Rodney McLeod,Group1,5.67,66.67,40.33,26.33
Rodney McLeod,Group2,4.67,54.67,34.33,20.33
Rodney McLeod,Difference,-17.65,-18.00,-14.88,-22.78
