Player,Season Group,PD,Comb,Solo,Ast
Minkah Fitzpatrick,Group1,8.00,83.00,57.78,25.22
Minkah Fitzpatrick,Group2,6.00,85.33,53.67,31.67
Minkah Fitzpatrick,Difference,-2.00,2.33,-4.11,6.44
