Player,Season,Y/R,Y/Tgt,Succ%
DK Metcalf,2019,15.50,9.00,52.00
DK Metcalf,2020,15.70,10.10,58.10
DK Metcalf,2021,12.90,7.50,48.10
DK Metcalf,2022,11.60,7.40,49.60
DK Metcalf,2023,16.90,9.40,51.30
DK Metcalf,2024,15.00,9.20,49.10
