Player,Season,Y/R,Y/Tgt,Succ%
Jakobi Meyers,2019,13.80,8.80,53.70
Jakobi Meyers,2020,12.40,9.00,59.30
Jakobi Meyers,2021,10.40,6.90,52.40
Jakobi Meyers,2022,12.00,8.40,56.30
Jakobi Meyers,2023,11.40,7.60,54.70
Jakobi Meyers,2024,11.80,8.00,55.80
