Player,Season,Y/R,Y/Tgt,Succ%
Justin Watson,2018,5.00,1.70,0.00
Justin Watson,2019,10.60,6.10,57.70
Justin Watson,2020,13.40,8.50,63.60
Justin Watson,2021,,,
Justin Watson,2022,21.00,9.30,44.10
Justin Watson,2023,17.00,8.70,50.90
Justin Watson,2024,13.10,9.00,56.30
