Player,Season,Y/R,Y/Tgt,Succ%
Brandon Powell,2018,11.70,7.60,52.90
Brandon Powell,2020,5.80,3.80,38.90
Brandon Powell,2021,,,
Brandon Powell,2022,6.50,4.90,40.60
Brandon Powell,2023,11.20,7.40,50.00
Brandon Powell,2024,10.10,7.10,50.00
