Player,Season,Y/R,Y/Tgt,Succ%
Dante Pettis,2018,17.30,10.40,44.40
Dante Pettis,2019,9.90,4.50,37.50
Dante Pettis,2020,19.00,9.30,36.67
Dante Pettis,2021,8.70,5.40,31.30
Dante Pettis,2022,12.90,6.00,31.70
Dante Pettis,2024,10.00,4.30,35.70
