Player,Season Group,PD,Comb,Solo,Ast
Robert Spillane,Group1,1.33,37.33,25.33,12.00
Robert Spillane,Group2,5.00,128.33,75.00,53.33
Robert Spillane,Difference,3.67,91.00,49.67,41.33
