Player,Season Group,PD,Comb,Solo,Ast
Kamu Grugier-Hill,Group1,1.00,53.00,36.33,16.67
Kamu Grugier-Hill,Group2,1.89,35.33,22.44,12.89
Kamu Grugier-Hill,Difference,0.89,-17.67,-13.89,-3.78
