Player,Season Group,PD,Comb,Solo,Ast
Duke Riley,Group1,0.33,30.11,17.67,12.44
Duke Riley,Group2,1.00,32.67,20.00,12.67
Duke Riley,Difference,0.67,2.56,2.33,0.22
