Player,Season Group,PD,Comb,Solo,Ast
Maxx Crosby,Group1,4.00,47.33,30.67,16.67
Maxx Crosby,Group2,3.67,74.67,47.00,27.67
Maxx Crosby,Difference,-8.33,57.75,53.26,66.00
