Player,Season Group,PD,Comb,Solo,Ast
A'Shawn Robinson,Group1,1.33,39.67,23.67,16.00
A'Shawn Robinson,Group2,1.00,61.33,33.00,28.33
A'Shawn Robinson,Difference,-25.00,54.62,39.44,77.08
