Player,Season Group,PD,Comb,Solo,Ast
John Franklin,Group1,1.00,21.33,10.33,11.00
John Franklin,Group2,1.33,37.00,16.33,20.67
John Franklin,Difference,33.33,73.44,58.06,87.88
