Player,Season Group,PD,Comb,Solo,Ast
Taylor Rapp,Group1,5.67,79.33,52.67,26.67
Taylor Rapp,Group2,4.67,74.67,46.33,28.33
Taylor Rapp,Difference,-1.00,-4.67,-6.33,1.67
