Player,Season,Y/R,Y/Tgt,Succ%
Tyreek Hill,2016,9.70,7.10,50.60
Tyreek Hill,2017,15.80,11.30,56.20
Tyreek Hill,2018,17.00,10.80,55.50
Tyreek Hill,2019,14.80,9.70,58.40
Tyreek Hill,2020,14.70,9.50,57.80
Tyreek Hill,2021,11.20,7.80,61.60
Tyreek Hill,2022,14.40,10.10,56.50
Tyreek Hill,2023,15.10,10.50,57.90
Tyreek Hill,2024,11.80,7.80,52.00
