Player,Season,Y/R,Y/Tgt,Succ%
Ray McCloud,2018,7.20,6.00,50.00
Ray McCloud,2019,,,
Ray McCloud,2020,3.90,3.50,40.90
Ray McCloud,2021,7.10,4.20,34.80
Ray McCloud,2022,17.40,9.70,52.00
Ray McCloud,2023,11.30,9.00,66.70
Ray McCloud,2024,11.10,7.90,51.70
